amt,city_pop,unix_time,is_fraud,hour,month,distance_cardholder_merchant,age,is_weekend,is_night,velocity_1h,velocity_24h,amount_velocity_1h,category_encoded,gender_encoded,day_of_week_encoded
85.83,2089,1371835961,0,17,6,64.6336015710981,57,1,0,1.0,1.0,85.83,7,0,6
45.53,86954,1371836253,0,17,6,75.9778780632459,28,1,0,1.0,3.0,45.53,1,1,6
4.79,5666,1371836283,0,17,6,68.99275858313833,17,1,0,2.0,3.0,35.51,0,1,6
221.81,1631,1371836389,0,17,6,70.8258737088463,67,1,0,1.0,1.0,221.81,1,0,6
20.54,365,1371836849,0,17,6,97.3848616866334,50,1,0,2.0,3.0,58.41,0,1,6
105.93,502,1371837096,0,17,6,126.39940227767131,60,1,0,1.0,1.0,105.93,7,0,6
76.79,1140,1371837271,0,17,6,103.88625080580168,34,1,0,1.0,2.0,76.79,10,1,6
2068.05,1022298,1371837333,0,17,6,60.92627244641122,44,1,0,1.0,1.0,2068.05,13,1,6
34.4,207410,1371837481,0,17,6,101.23156621502092,36,1,0,1.0,1.0,34.4,10,1,6
21.31,324,1371837662,0,18,6,47.41398257625916,44,1,0,1.0,4.0,21.31,1,0,6
3.65,343,1371837832,0,18,6,49.80414105487096,48,1,0,1.0,2.0,3.65,6,0,6
549.72,1504,1371838555,0,18,6,84.64998425397766,27,1,0,2.0,3.0,609.83,13,1,6
29.45,16183,1371838682,0,18,6,55.42330151652752,43,1,0,1.0,2.0,29.45,6,0,6
70.11,230,1371838690,0,18,6,94.43307354072512,23,1,0,1.0,2.0,70.11,8,0,6
4.5,717255,1371838913,0,18,6,89.71872013005394,54,1,0,1.0,1.0,4.5,13,0,6
13.38,67082,1371839057,0,18,6,93.15988852526422,50,1,0,1.0,4.0,13.38,10,0,6
60.85,23045,1371839185,0,18,6,64.80157822508092,62,1,0,1.0,2.0,60.85,10,1,6
74.91,5895,1371839263,0,18,6,133.66817873168554,45,1,0,2.0,5.0,263.76,1,0,6
128.67,166081,1371839711,0,18,6,76.61315691177859,22,1,0,1.0,2.0,128.67,1,0,6
64.89,718,1371839720,0,18,6,91.183680657031,35,1,0,1.0,2.0,64.89,5,0,6
7.07,2290,1371840437,0,18,6,64.38054244505861,75,1,0,2.0,4.0,35.59,10,1,6
21.65,1271,1371840626,0,18,6,87.59933418544568,62,1,0,1.0,2.0,21.65,5,0,6
146.76,5196,1371840903,0,18,6,28.193693942401985,42,1,0,1.0,6.0,146.76,9,1,6
156.59,3255,1371841782,0,19,6,47.9764354935756,42,1,0,1.0,3.0,156.59,0,0,6
7.09,213,1371841848,0,19,6,83.84347799372581,48,1,0,1.0,5.0,7.09,9,0,6
15.71,34153,1371841987,0,19,6,76.69808014716692,25,1,0,1.0,4.0,15.71,10,0,6
8.7,163415,1371842073,0,19,6,75.3702361593914,16,1,0,1.0,5.0,8.7,13,0,6
8.93,647,1371842279,0,19,6,113.39125933282304,33,1,0,1.0,2.0,8.93,7,0,6
9.57,1766,1371842490,0,19,6,7.355081521873354,44,1,0,1.0,2.0,9.57,11,0,6
22.31,493,1371842917,0,19,6,60.750757061241146,80,1,0,3.0,3.0,59.08,10,0,6
36.34,1583,1371842919,0,19,6,94.64861415875056,21,1,0,1.0,2.0,36.34,6,0,6
146.94,111,1371843754,0,19,6,101.81441787435196,20,1,0,1.0,6.0,146.94,12,1,6
3.32,54287,1371843885,0,19,6,114.73849834823736,48,1,0,1.0,5.0,3.32,11,0,6
244.88,1512,1371844106,0,19,6,70.62325880613932,17,1,0,1.0,2.0,244.88,11,1,6
169.2,1970,1371844495,0,19,6,127.38482724079395,35,1,0,1.0,6.0,169.2,6,0,6
74.96,92985,1371844668,0,19,6,50.96213455735361,52,1,0,1.0,2.0,74.96,6,0,6
100.65,4589,1371845051,0,20,6,113.6027117914005,64,1,0,1.0,1.0,100.65,6,1,6
133.0,277,1371845176,0,20,6,88.3428757713795,49,1,0,2.0,2.0,183.76,12,1,6
72.28,34153,1371845409,0,20,6,21.53062899016935,25,1,0,2.0,5.0,87.99000000000001,0,0,6
25.13,1493,1371845623,0,20,6,58.48147089675437,35,1,0,2.0,3.0,33.69,10,0,6
81.76,1446,1371845675,0,20,6,95.50773714062858,42,1,0,1.0,2.0,81.76,0,1,6
45.67,1631,1371845968,0,20,6,5.41778094690158,67,1,0,1.0,2.0,45.67,7,0,6
78.83,5161,1371846552,0,20,6,93.95577877855992,27,1,0,3.0,8.0,156.42000000000002,10,0,6
192.39,52126,1371846763,0,20,6,59.33119413923756,91,1,0,1.0,3.0,192.39,7,0,6
48.32,165,1371846829,0,20,6,38.51839754053768,75,1,0,1.0,2.0,48.32,1,0,6
31.18,178,1371846915,0,20,6,125.28002603074069,37,1,0,1.0,3.0,31.18,10,0,6
6.79,42817,1371847364,0,20,6,120.54532059516484,38,1,0,1.0,1.0,6.79,7,0,6
9.39,271,1371847381,0,20,6,79.3459601662228,48,1,0,1.0,3.0,9.39,1,0,6
26.77,270712,1371847400,0,20,6,92.07755131847034,48,1,0,1.0,3.0,26.77,6,0,6
50.88,475,1371847742,0,20,6,94.22205299383506,65,1,0,1.0,1.0,50.88,1,0,6
58.76,1504,1371847761,0,20,6,87.82395878558306,27,1,0,1.0,4.0,58.76,1,1,6
80.71,270712,1371847961,0,20,6,96.82258602733138,48,1,0,2.0,4.0,107.48,7,0,6
125.86,128354,1371848300,0,20,6,73.465550516326,28,1,0,1.0,2.0,125.86,7,0,6
8.3,5895,1371849166,0,21,6,23.670831446175782,45,1,0,1.0,6.0,8.3,13,0,6
76.69,1312922,1371849198,0,21,6,56.286776900001065,39,1,0,1.0,8.0,76.69,1,0,6
45.73,346,1371849279,0,21,6,22.50744767794336,44,1,0,1.0,3.0,45.73,6,0,6
4.09,836,1371849664,0,21,6,111.03312782296642,39,1,0,3.0,7.0,153.06,11,0,6
64.17,7646,1371850110,0,21,6,101.16152052761532,32,1,0,2.0,10.0,305.13,7,0,6
32.5,4074,1371850554,0,21,6,37.224949260737326,45,1,0,4.0,8.0,152.8,10,0,6
40.58,532,1371850896,0,21,6,88.50649880379436,64,1,0,1.0,1.0,40.58,1,1,6
71.57,823,1371851844,0,21,6,54.91142881748831,38,1,0,1.0,3.0,71.57,10,1,6
31.58,1383,1371852042,0,22,6,102.80629442450068,21,1,1,1.0,5.0,31.58,5,0,6
43.13,84106,1371852179,0,22,6,57.00198591905222,49,1,1,1.0,3.0,43.13,10,0,6
10.07,718,1371852409,0,22,6,50.07793485485306,35,1,1,1.0,6.0,10.07,6,0,6
70.26,100,1371852748,0,22,6,65.88437527422221,41,1,1,1.0,2.0,70.26,6,1,6
175.48,320420,1371853120,0,22,6,32.61679411426598,45,1,1,1.0,4.0,175.48,6,0,6
106.9,378909,1371853249,0,22,6,33.58443099123185,43,1,1,2.0,8.0,117.39,0,0,6
16.54,4653,1371853291,0,22,6,94.37020832383348,23,1,1,1.0,3.0,16.54,5,1,6
32.4,753116,1371853383,0,22,6,18.29611593613676,49,1,1,1.0,3.0,32.4,5,0,6
103.44,2456,1371853731,0,22,6,116.45075123220356,26,1,1,1.0,6.0,103.44,7,0,6
28.54,1847,1371853791,0,22,6,57.18467044490411,32,1,1,1.0,4.0,28.54,10,0,6
42.03,4154,1371853935,0,22,6,45.895475877952016,58,1,1,1.0,1.0,42.03,6,1,6
30.42,365,1371854485,0,22,6,58.39693215028166,50,1,1,1.0,4.0,30.42,5,1,6
9.45,466,1371854529,0,22,6,76.64361554415973,65,1,1,1.0,2.0,9.45,5,0,6
64.74,743,1371854650,0,22,6,68.7307289184022,48,1,1,1.0,6.0,64.74,5,0,6
32.41,6951,1371854979,0,22,6,98.73489032474332,35,1,1,1.0,6.0,32.41,5,0,6
6.6,84106,1371855506,0,22,6,68.72093412421948,49,1,1,2.0,4.0,49.73,10,0,6
8.84,743,1371855631,0,23,6,103.83728402372031,48,1,1,2.0,7.0,73.58,10,0,6
842.65,23,1371855736,1,23,6,60.50494851190038,51,1,1,2.0,2.0,867.49,12,0,6
569.96,218,1371856182,0,23,6,29.693377793860368,25,1,1,2.0,4.0,754.38,13,1,6
78.67,369,1371856466,0,23,6,73.80897764290866,79,1,1,1.0,3.0,78.67,10,0,6
9.96,381459,1371856838,0,23,6,53.41428475732498,46,1,1,1.0,3.0,9.96,12,1,6
3.21,1075,1371856858,0,23,6,96.38713865902996,23,1,1,1.0,5.0,3.21,1,0,6
152.14,1810,1371856905,0,23,6,103.50289401485873,46,1,1,1.0,1.0,152.14,7,0,6
103.26,18408,1371857023,0,23,6,97.65304129095608,48,1,1,1.0,6.0,103.26,5,1,6
10.1,3495,1371857233,0,23,6,127.47682305978384,32,1,1,1.0,4.0,10.1,7,0,6
373.35,5760,1371857475,0,23,6,120.59722643353936,42,1,1,1.0,3.0,373.35,12,0,6
5.18,27020,1371858097,0,23,6,113.90240336861302,34,1,1,1.0,5.0,5.18,11,1,6
15.46,1766,1371858285,0,23,6,135.45858714971766,44,1,1,2.0,5.0,98.57,6,0,6
3.97,1791,1371858337,0,23,6,110.3566691941745,55,1,1,1.0,4.0,3.97,5,0,6
50.28,348,1371858388,0,23,6,55.28293133617051,75,1,1,1.0,4.0,50.28,7,1,6
5.52,241,1371858472,0,23,6,104.515452228636,46,1,1,1.0,4.0,5.52,12,0,6
3.32,207410,1371858598,0,23,6,12.891522128853495,36,1,1,1.0,4.0,3.32,12,1,6
52.1,99,1371858849,0,23,6,91.3803854913671,34,1,1,2.0,4.0,104.65,7,1,6
9.87,5621,1371859095,0,23,6,105.8331838405082,47,1,1,2.0,6.0,33.56,12,0,6
21.91,1526206,1371859111,0,23,6,109.77927611822956,48,1,1,1.0,4.0,21.91,0,0,6
7.47,9506,1371859529,0,0,6,103.86555250810048,67,0,1,1.0,1.0,7.47,12,1,0
62.62,207,1371859653,0,0,6,48.834810797997015,65,0,1,1.0,3.0,62.62,2,1,0
36.28,1504,1371859938,0,0,6,121.27347691931776,27,0,1,1.0,6.0,36.28,9,1,0
432.31,6951,1371860060,0,0,6,41.28683763453655,35,0,1,2.0,9.0,434.06,8,0,0
5.2,69793,1371860446,0,0,6,35.85865657271274,67,0,1,1.0,3.0,5.2,9,1,0
6.42,1063,1371860735,0,0,6,94.53983299587028,92,0,1,1.0,1.0,6.42,9,1,0
722.94,6120,1371860982,0,0,6,111.17450847975454,44,0,1,1.0,12.0,722.94,8,0,0
128.73,10256,1371861007,0,0,6,89.1181127613673,52,0,1,1.0,1.0,128.73,0,0,0
91.17,6629,1371861025,0,0,6,74.9377716943581,58,0,1,1.0,1.0,91.17,0,0,0
151.1,2916,1371861085,0,0,6,28.359586497132327,85,0,1,1.0,4.0,151.1,1,1,0
207.48,13973,1371861127,0,0,6,83.71554467273013,39,0,1,1.0,5.0,207.48,4,0,0
152.32,38912,1371861550,0,0,6,84.01926047715533,59,0,1,1.0,1.0,152.32,0,1,0
68.9,601723,1371861736,0,0,6,50.72107737486351,50,0,1,1.0,1.0,68.9,4,1,0
7.28,3699,1371862543,0,0,6,79.7122554775301,72,0,1,3.0,4.0,569.74,0,0,0
6.86,1075,1371862596,0,0,6,93.42743342226294,23,0,1,1.0,6.0,6.86,3,0,0
5.48,307,1371862786,0,0,6,91.75269056701929,90,0,1,1.0,2.0,5.48,11,0,0
51.33,25459,1371863016,0,1,6,133.90012926632963,51,0,1,1.0,3.0,51.33,2,1,0
139.82,1178,1371863143,0,1,6,69.19198658763759,69,0,1,1.0,2.0,139.82,4,0,0
55.89,642,1371863194,0,1,6,25.036640709346035,74,0,1,1.0,2.0,55.89,2,0,0
52.88,341043,1371863335,0,1,6,13.961488348761728,31,0,1,2.0,7.0,89.97,4,1,0
74.91,717255,1371863689,0,1,6,38.28425658643996,54,0,1,1.0,2.0,74.91,2,0,0
99.56,823,1371863753,0,1,6,82.49417033456945,38,0,1,1.0,4.0,99.56,4,1,0
7.86,409656,1371863800,0,1,6,88.18590963717871,90,0,1,1.0,1.0,7.86,8,0,0
3.37,6018,1371863839,0,1,6,108.81348489833157,73,0,1,2.0,2.0,63.06,11,1,0
76.02,381459,1371863943,0,1,6,87.82885895378875,46,0,1,2.0,5.0,131.05,4,1,0
67.17,291,1371863947,0,1,6,38.31217822055624,29,0,1,1.0,4.0,67.17,2,1,0
2.95,2307,1371864147,0,1,6,15.972212798502555,51,0,1,1.0,7.0,2.95,12,0,0
326.94,71335,1371864313,1,1,6,78.20678660530108,26,0,1,1.0,6.0,326.94,4,1,0
61.61,914,1371864925,0,1,6,110.6989484601284,76,0,1,1.0,1.0,61.61,2,1,0
47.74,1228,1371865001,0,1,6,92.12356618097688,29,0,1,2.0,4.0,121.5,2,0,0
90.0,92985,1371865958,0,1,6,88.11070250874332,52,0,1,1.0,5.0,90.0,4,0,0
27.97,2456,1371866068,0,1,6,86.0629890543088,26,0,1,1.0,7.0,27.97,8,0,0
353.08,105638,1371866073,1,1,6,85.59362166479319,34,0,1,2.0,3.0,361.47,4,0,0
81.83,673342,1371866616,0,2,6,109.66454901575284,51,0,1,2.0,2.0,151.35,4,1,0
79.95,1766,1371866740,0,2,6,59.4678452341736,44,0,1,2.0,8.0,186.21,3,0,0
71.43,1363,1371866975,0,2,6,64.10678394617443,80,0,1,1.0,2.0,71.43,2,0,0
74.97,118,1371867336,0,2,6,107.0074728896799,63,0,1,1.0,5.0,74.97,2,0,0
2.71,50835,1371867404,0,2,6,41.86353442814694,34,0,1,1.0,6.0,2.71,8,0,0
9.23,2443,1371867942,0,2,6,87.60439951773535,79,0,1,1.0,4.0,9.23,11,1,0
74.88,15269,1371868488,0,2,6,80.86169648446871,27,0,1,1.0,2.0,74.88,2,1,0
98.75,1261,1371868934,0,2,6,77.7059806581214,48,0,1,1.0,6.0,98.75,4,1,0
30.31,350,1371868984,0,2,6,60.92250461644134,65,0,1,1.0,2.0,30.31,11,0,0
55.39,255,1371869473,0,2,6,63.21976253584153,49,0,1,1.0,3.0,55.39,2,0,0
59.68,4161,1371869912,0,2,6,97.0827302568762,63,0,1,1.0,4.0,59.68,1,0,0
177.62,5875,1371869977,0,2,6,56.5646657383078,28,0,1,1.0,7.0,177.62,9,0,0
46.21,3684,1371870177,0,3,6,47.28622241459675,44,0,1,1.0,1.0,46.21,4,1,0
66.41,1909,1371870580,0,3,6,67.86223732038155,66,0,1,1.0,2.0,66.41,2,0,0
63.67,530,1371870885,0,3,6,64.66279638546584,53,0,1,1.0,1.0,63.67,2,0,0
70.75,50489,1371870892,0,3,6,63.68372215567613,36,0,1,1.0,7.0,70.75,9,0,0
89.46,151815,1371871073,0,3,6,103.84238112335942,32,0,1,1.0,2.0,89.46,2,1,0
95.62,4290,1371871211,0,3,6,95.46378025597652,31,0,1,1.0,1.0,95.62,3,1,0
3.01,5726,1371871668,0,3,6,87.05976498641645,73,0,1,1.0,4.0,3.01,12,0,0
60.74,1847,1371872316,0,3,6,60.85680576532807,32,0,1,2.0,9.0,105.0,2,0,0
35.1,1700,1371872494,0,3,6,74.18031319979599,19,0,1,1.0,3.0,35.1,2,1,0
104.18,413574,1371872552,0,3,6,101.21460287926006,52,0,1,1.0,3.0,104.18,4,0,0
46.4,863,1371873372,0,3,6,36.78933568307678,48,0,1,1.0,4.0,46.4,2,0,0
77.93,2691,1371873433,0,3,6,86.16939950358051,27,0,1,1.0,6.0,77.93,2,0,0
52.98,1186,1371873964,0,4,6,69.48461854655375,34,0,1,1.0,4.0,52.98,8,0,0
39.64,545147,1371874027,0,4,6,96.5928971668434,33,0,1,1.0,6.0,39.64,3,0,0
27.51,3096,1371874345,0,4,6,51.62196783108204,45,0,1,1.0,8.0,27.51,3,1,0
81.72,1791,1371874464,0,4,6,79.17729279926014,55,0,1,1.0,7.0,81.72,3,0,0
45.66,8874,1371874466,0,4,6,52.35017222637952,20,0,1,2.0,6.0,104.14,2,0,0
67.87,23045,1371875049,0,4,6,130.27153028178816,62,0,1,1.0,4.0,67.87,2,1,0
1.41,804,1371876471,0,4,6,111.5670998216472,55,0,1,1.0,5.0,1.41,8,1,0
70.18,4081,1371876497,0,4,6,92.2240610785574,82,0,1,1.0,2.0,70.18,4,1,0
88.5,9165,1371876625,0,4,6,81.03229190059739,57,0,1,1.0,2.0,88.5,2,1,0
120.5,1228,1371877028,0,4,6,110.63653105238264,29,0,1,2.0,6.0,127.03,4,0,0
85.17,9587,1371877257,0,5,6,71.36731874828762,52,0,1,1.0,2.0,85.17,4,0,0
138.09,59744,1371877343,0,5,6,101.5993757675198,36,0,1,2.0,2.0,171.78,8,0,0
6.46,151022,1371877375,0,5,6,81.4520889110779,81,0,1,1.0,2.0,6.46,12,0,0
8.95,123373,1371877401,0,5,6,84.10087489528945,28,0,1,1.0,4.0,8.95,8,0,0
90.83,92985,1371877451,0,5,6,52.43668881525304,52,0,1,1.0,7.0,90.83,2,0,0
79.18,409656,1371878061,0,5,6,39.44891495663228,35,0,1,1.0,3.0,79.18,2,1,0
186.85,47772,1371878330,0,5,6,118.57298281541064,54,0,1,1.0,3.0,186.85,1,1,0
8.89,344,1371879771,0,5,6,87.7986762878925,53,0,1,1.0,2.0,8.89,9,0,0
72.68,899,1371880211,0,5,6,81.36759255811364,53,0,1,2.0,3.0,91.92,2,1,0
1.65,4508,1371880228,0,5,6,38.36882210367391,71,0,1,1.0,2.0,1.65,12,0,0
72.83,254282,1371880347,0,5,6,116.01797029835824,68,0,1,1.0,1.0,72.83,4,1,0
140.95,177,1371880521,0,5,6,96.26282904457368,46,0,1,1.0,6.0,140.95,12,1,0
44.94,269,1371880997,0,6,6,80.81825662393335,55,0,0,1.0,3.0,44.94,2,0,0
49.8,34153,1371881093,0,6,6,72.96264555464798,25,0,0,1.0,11.0,49.8,2,0,0
42.35,79613,1371881730,0,6,6,50.59768366252932,42,0,0,1.0,4.0,42.35,9,0,0
2.01,27829,1371882610,0,6,6,82.06059742344804,66,0,0,1.0,2.0,2.01,8,0,0
151.4,277,1371882622,0,6,6,95.29890523028892,49,0,0,1.0,6.0,151.4,12,1,0
4.02,1478,1371883309,0,6,6,76.23232898157318,55,0,0,1.0,1.0,4.02,11,0,0
60.61,1595797,1371883718,0,6,6,110.29028030131389,45,0,0,1.0,5.0,60.61,4,1,0
76.94,3343,1371884000,0,6,6,113.67006929962308,30,0,0,1.0,4.0,76.94,3,0,0
1.74,3876,1371884124,0,6,6,73.41870766590948,60,0,0,1.0,5.0,1.74,12,0,0
95.45,450,1371885362,0,7,6,81.01943008675289,74,0,0,1.0,6.0,95.45,9,1,0
25.15,92608,1371885761,0,7,6,18.809880520064425,19,0,0,1.0,6.0,25.15,3,1,0
43.56,606,1371885763,0,7,6,63.02041189368462,32,0,0,1.0,7.0,43.56,2,0,0
114.13,695,1371886404,0,7,6,78.06134310972897,66,0,0,1.0,4.0,114.13,4,1,0
65.39,74,1371886453,0,7,6,47.95691978585432,76,0,0,1.0,3.0,65.39,2,1,0
92.61,321,1371887042,0,7,6,37.168419791693104,41,0,0,1.0,5.0,92.61,4,0,0
56.57,6508,1371887791,0,7,6,112.30421501834228,39,0,0,1.0,6.0,56.57,3,0,0
606.25,350,1371888044,0,8,6,80.49335691865099,65,0,0,1.0,4.0,606.25,9,0,0
1.25,2258,1371888502,0,8,6,108.31228138834912,83,0,0,1.0,5.0,1.25,8,1,0
95.05,184,1371888571,0,8,6,84.60250198164671,75,0,0,1.0,3.0,95.05,4,0,0
37.05,106,1371888651,0,8,6,97.74881132222824,37,0,0,1.0,5.0,37.05,3,0,0
39.59,937,1371889907,0,8,6,60.58469571595593,62,0,0,1.0,5.0,39.59,2,1,0
62.52,1979,1371890028,0,8,6,91.8234538848489,50,0,0,1.0,4.0,62.52,2,1,0
275.54,1631,1371890069,0,8,6,48.221805497042496,67,0,0,2.0,5.0,280.08000000000004,9,0,0
51.67,4424,1371890568,0,8,6,70.24027062330913,59,0,0,1.0,2.0,51.67,2,0,0
56.82,3451,1371890600,0,8,6,84.45200449326109,36,0,0,1.0,7.0,56.82,4,1,0
37.07,479994,1371891245,0,8,6,109.10365865458378,50,0,0,1.0,2.0,37.07,8,0,0
68.57,2158,1371891687,0,9,6,78.87246669929263,59,0,0,1.0,2.0,68.57,12,0,0
88.71,28739,1371891869,0,9,6,125.00938372532045,21,0,0,1.0,11.0,88.71,2,1,0
